adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001104659-09-045198	51143	INTERNATIONAL BUSINESS MACHINES CORP	3570	US	NY	ARMONK	10504	1 NEW ORCHARD ROAD		9144991900	US	NY	ARMONK	10504	1 NEW ORCHARD RD		US	NY	130871985			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090728	2009-07-28 14:07:00.0	0	0	ibm-20090630.xml	1	
0001104659-09-045366	1274057	HOSPIRA INC	2834	US	IL	LAKE FOREST	60045	275 FIELD DR		8479376472							US	DE	000000000			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090729	2009-07-29 08:03:00.0	0	0	hsp-20090630.xml	1	
0001104659-09-045570	33213	EQT CORP	4923	US	PA	PITTSBURGH	15212-5861	225 NORTH SHORE DR		4125535700	US	PA	PITTSBURGH	15212-5861	225 NORTH SHORE DR		US	PA	250464690	EQT CORP /PA/	20090206	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090729	2009-07-29 16:17:00.0	0	0	eqt-20090630.xml	1	
0001104659-09-045874	26172	CUMMINS INC	3510	US	IN	COLUMBUS	47202-3005	500 JACKSON ST	BOX 3005 MAIL CODE 60207	8123773842	US	IN	COLUMBUS	47202-3005	BOX 3005 MAIL CODE 60207	500	US	IN	350257090	CUMMINS ENGINE CO INC	19920703	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090730	2009-07-30 12:38:00.0	0	0	cmi-20090628.xml	1	
0001104659-09-046313	72903	XCEL ENERGY INC	4931	US	MN	MINNEAPOLIS	55402	800 NICOLLET MALL		6123305500	US	MN	MINNEAPOLIS	55401	800 NICOLLET MALL		US	MN	410448030	NORTHERN STATES POWER CO /MN/	19920703	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090731	2009-07-31 15:46:00.0	0	0	xel-20090630.xml	1	
0001104659-09-046329	66740	3M CO	3841	US	MN	ST PAUL	55144-1000	3M CENTER	BLDG. 220-11W-02	6517332204	US	MN	ST. PAUL	55144-1000	3M CENTER	BLDG. 220-11W-02	US	DE	410417775	MINNESOTA MINING & MANUFACTURING CO	19920703	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090731	2009-07-31 16:21:00.0	0	0	mmm-20090630.xml	1	
0001104659-09-046536	1001838	SOUTHERN COPPER CORP/	1000	US	AZ	PHOENIX	85028	11811 NORTH TATUM BLVD	SUITE 2500	602-494-5328	US	AZ	PHOENIX	85028	11811 NORTH TATUM BLVD	SUITE 2500	US	DE	133849074	SOUTHERN PERU COPPER CORP/	19960726	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090803	2009-08-03 15:46:00.0	0	0	pcu-20090630.xml	1	
0001104659-09-046716	765880	HCP, INC.	6798	US	CA	LONG BEACH	90806	3760 KILROY AIRPORT WAY	SUITE 300	562-733-5100	US	CA	LONG BEACH	90806	3760 KILROY AIRPORT WAY	SUITE 300	US	MD	330091377	HEALTH CARE PROPERTY INVESTORS INC	19920703	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090804	2009-08-04 08:09:00.0	0	0	hcp-20090630.xml	1	
0001104659-09-046901	1023131	COVANCE INC	8731	US	NJ	PRINCETON	08540	210 CARNEGIE CENTER		6094524440	US	NJ	PRINCETON	08540	COVANCE INC	210 CARNEGIE CENTER	US	DE	223265977	CORNING PHARMACEUTICAL SERVICES INC	19960917	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090804	2009-08-04 16:04:00.0	0	0	cvd-20090630.xml	1	
0001104659-09-046982	901491	PAPA JOHNS INTERNATIONAL INC	5812	US	KY	LOUISVILLE	40299-2334	2002 PAPA JOHNS BOULEVARD		5022617272	US	KY	LOUISVILLE	40269-9990	P O BOX 99900		US	DE	611203323			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090804	2009-08-04 17:15:00.0	0	0	pzza-20090628.xml	1	
0001104659-09-046999	820027	AMERIPRISE FINANCIAL INC	6282	US	MN	MINNEAPOLIS	55474	1099 AMERIPRISE FINANCIAL CENTER		612-671-2018	US	MN	MINNEAPOLIS	55474	1099 AMERIPRISE FINANCIAL CENTER		US	DE	133180631	AMERICAN EXPRESS FINANCIAL CORP	20030513	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090805	2009-08-04 17:41:00.0	0	0	amp-20090630.xml	1	
0001104659-09-047200	46765	HELMERICH & PAYNE INC	1381	US	OK	TULSA	74114	UTICA AT 21ST ST		9187425531	US	OK	TULSA	74114	UTICA AT 21ST ST		US	DE	730679879			1-LAF	1	0930	10-Q	20090630	2009	Q3	20090805	2009-08-05 11:37:00.0	0	0	hp-20090630.xml	1	
0001104659-09-047214	1324404	CF INDUSTRIES HOLDINGS, INC.	2870	US	IL	DEERFIELD	60015	4 PARKWAY NORTH	SUITE 400	(847) 405-24	US	IL	DEERFIELD	60015	4 PARKWAY NORTH	SUITE 400	US	DE	202697511			1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090805	2009-08-05 12:05:00.0	0	0	cf-20090630.xml	1	
0001104659-09-047320	86312	TRAVELERS COMPANIES, INC.	6331	US	MN	SAINT PAUL	55102	385 WASHINGTON ST		6513107911	US	MN	ST. PAUL	55102	385 WASHINGTON STREET		US	MN	410518860	ST PAUL TRAVELERS COMPANIES INC	20040401	1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090805	2009-08-05 15:31:00.0	0	0	trv_20090630.xml	1	
0001104659-09-047410	1126328	PRINCIPAL FINANCIAL GROUP INC	6321	US	IA	DES MOINES	50392-0300	711 HIGH STREET		5152475111	US	IA	DES MOINES	50392-0300	711 HIGH STREET		US	DE	421520346			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090805	2009-08-05 17:04:00.0	0	0	pfg-20090630.xml	1	
0001104659-09-047605	820313	AMPHENOL CORP /DE/	3678	US	CT	WALLINGFORD	06492	358 HALL AVE		2032658900							US	DE	222785165			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 10:03:00.0	0	0	aph-20090630.xml	1	
0001104659-09-047977	31462	ECOLAB INC	2840	US	MN	ST PAUL	55102	ECOLAB CORPORATE CENTER	370 WABASHA STREET NORTH	6512932233	US	MN	ST. PAUL	55102	ECOLAB CORPORATE CENTER	370 WABASHA STREET NORTH	US	DE	410231510	ECONOMICS LABORATORY INC	19861203	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 08:12:00.0	0	0	ecl-20090630.xml	1	
0001104659-09-048013	1800	ABBOTT LABORATORIES	2834	US	IL	ABBOTT PARK	60064-3500	100 ABBOTT PARK ROAD	D-322 AP6D	8479376100							US	IL	360698440			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 09:27:00.0	0	0	abt-20090630.xml	1	
0001104659-09-048036	1070423	PLAINS ALL AMERICAN PIPELINE LP	4610	US	TX	HOUSTON	77002	333 CLAY STREET	SUITE 1600	7136544100	US	TX	HOUSTON	77002	333 CLAY STREET	SUITE 1600	US	DE	760582150			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 09:57:00.0	0	0	paa-20090630.xml	1	
0001104659-09-048054	812074	OWENS ILLINOIS INC /DE/	3221	US	OH	PERRYSBURG	43551-2999	ONE MICHAEL OWENS WAY		5673365000	US	OH	PERRYSBURG	43551-2999	ONE MICHAEL OWENS WAY		US	DE	222781933	OWENS ILLINOIS HOLDINGS CORP	19870512	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 10:40:00.0	0	0	oi-20090630.xml	1	
0001104659-09-048135	1168054	CIMAREX ENERGY CO	1311	US	CO	DENVER	80203-4518	1700 LINCOLN STREET	SUITE 1800	303-295-3995	US	CO	DENVER	80203-4518	1700 LINCOLN STREET	SUITE 1800	US	DE	450466694	HELMERICH & PAYNE EXPLORATION & PRODUCTION CO	20020222	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 13:20:00.0	0	0	xec-20090630.xml	1	
0001104659-09-048161	1022671	STEEL DYNAMICS INC	3312	US	IN	FORT WAYNE	46804	7575 W JEFFERSON BLVD		260 459 3553	US	IN	FORT WAYNE	46804	7575 W JEFFERSON BLVD		US	IN	351929476			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 14:09:00.0	0	0	stld-20090630.xml	1	
0001104659-09-048222	315293	AON CORP	6411	US	IL	CHICAGO	60601	200 EAST RANDOLPH STREET		3123811000	US	IL	CHICAGO	60601	200 EAST RANDOLPH STREET		US	DE	363051915	COMBINED INTERNATIONAL CORP	19870504	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 16:03:00.0	0	0	aoc-20090630.xml	1	
0001104659-09-048234	718877	ACTIVISION BLIZZARD, INC.	7372	US	CA	SANTA MONICA	90405	3100 OCEAN PARK BLVD		3102552000	US	CA	SANTA MONICA	90405	3100 OCEAN PARK BLVD		US	DE	954803544	ACTIVISION INC /NY	19930114	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 16:13:00.0	0	0	atvi-20090630.xml	1	
0001104659-09-048413	895648	GENERAL GROWTH PROPERTIES INC	6798	US	IL	CHICAGO	60606	110 N WACKER DRIVE	STE 3100	3129605000	US	IL	CHICAGO	60606	110 N WACKER DRIVE	STE 3100	US	DE	421283895			1-LAF	0	1231	10-Q	20090630	2009	Q2	20090810	2009-08-10 08:50:00.0	0	0	ggp-20090630.xml	1	
0001104659-09-048635	1124198	FLUOR CORP	1600	US	TX	IRVING	75039	6700 LAS COLINAS BLVD		4693987000	US	TX	IRVING	75039	6700 LAS COLINAS BLVD		US	DE	330927079			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090810	2009-08-10 16:15:00.0	0	0	flr-20090630.xml	1	
0001104659-09-048657	1144519	BUNGE LTD	2070	US	NY	WHITE PLAINS	10606	50 MAIN STREET	6TH FLOOR	914-684-2800	US	NY	WHITE PLAINS	10606	50 MAIN STREET	6TH FLOOR			000000000	BUNGE LTD	20010710	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090810	2009-08-10 16:28:00.0	0	0	bg-20090630.xml	1	
0001104659-09-048741	1053112	CABLEVISION SYSTEMS CORP /NY	4841	US	NY	BETHPAGE	11714	1111 STEWART AVENUE		5163806230	US	NY	BETHPAGE	11714	1111 STEWART AVENUE		US	DE	112776686			1-LAF	0	1231	10-Q/A	20090630	2009	Q2	20090811	2009-08-10 19:26:00.0	1	0	cvc-20090630.xml	2	784681
0001104659-09-049293	88205	SPX CORP	3540	US	NC	CHARLOTTE	28277	13515 BALLANTYNE CORPORATE PLACE		704-752-4400	US	NC	CHARLOTTE	28277	13515 BALLANTYNE CORPORATE PLACE		US	DE	381016240	SEALED POWER CORP	19880515	1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090812	2009-08-12 16:31:00.0	0	0	spx-20090627.xml	1	
0001104659-09-051480	791519	STAPLES INC	5940	US	MA	FRAMINGHAM	01702	500 STAPLES DRIVE	P O BOX 9328	5082535000	US	MA	FRAMINGHAM	01702	500 STAPLES DR		US	DE	042896127			1-LAF	1	0131	10-Q	20090731	2009	Q2	20090825	2009-08-25 07:06:00.0	0	0	spls-20090801.xml	1	
0001104659-09-051984	899051	ALLSTATE CORP	6331	US	IL	NORTHBROOK	60062	2775 SANDERS ROAD		8474025000	US	IL	NORTHBROOK	60062	2775 SANDERS ROAD		US	DE	363871531			1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090827	2009-08-27 11:53:00.0	0	0	all-20090630.xml	1	
0001104659-09-052248	315189	DEERE & CO	3523	US	IL	MOLINE	61265-8098	ONE JOHN DEERE PLACE		(309) 765-56	US	IL	MOLINE	61265-8098	ONE JOHN DEERE PLACE		US	DE	362382580			1-LAF	1	1031	10-Q	20090731	2009	Q3	20090828	2009-08-28 09:51:00.0	0	0	de-20090731.xml	1	
0001104659-09-052321	27419	TARGET CORP	5331	US	MN	MINNEAPOLIS	55403	1000 NICOLLET MALL		6123046073	US	MN	MINNEAPOLIS	55403	1000 NICOLLET MALL		US	MN	410215170	DAYTON HUDSON CORP	19920703	1-LAF	1	0131	10-Q	20090731	2009	Q2	20090828	2009-08-28 13:04:00.0	0	0	tgt-20090801.xml	1	
0001104659-09-052668	1053112	CABLEVISION SYSTEMS CORP /NY	4841	US	NY	BETHPAGE	11714	1111 STEWART AVENUE		5163806230	US	NY	BETHPAGE	11714	1111 STEWART AVENUE		US	DE	112776686			1-LAF	0	1231	10-Q/A	20090630	2009	Q2	20090831	2009-08-31 17:06:00.0	0	0	cvc-20090630.xml	2	784681
0001104659-09-053270	5272	AMERICAN INTERNATIONAL GROUP INC	6331	US	NY	NEW YORK	10270	70 PINE ST		2127707000	US	NY	NEW YORK	10270	70 PINE STREET		US	DE	132592361	AMERICAN INTERNATIONAL ENTERPRISES INC	19700507	1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090903	2009-09-03 16:01:00.0	0	0	aig-20090630.xml	1	
0001104659-09-053343	1063761	SIMON PROPERTY GROUP INC /DE/	6798	US	IN	INDIANAPOLIS	46204-3438	225 WEST WASHINGTON STREET		317-636-1600	US	IN	INDIANAPOLIS	46204-3438	225 WEST WASHINGTON STREET		US	DE	046268599	CORPORATE PROPERTY INVESTORS INC	19980610	1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090904	2009-09-04 08:30:00.0	0	0	spg-20090630.xml	1	
0001104659-09-055895	56873	KROGER CO	5411	US	OH	CINCINNATI	45201	1014 VINE ST		5137624000							US	OH	310345740			1-LAF	1	0131	10-Q	20090731	2009	Q2	20090923	2009-09-23 12:00:00.0	0	0	kr-20090815.xml	1	
0001122304-09-000091	1122304	AETNA INC /PA/	6324	US	CT	HARTFORD	06156	151 FARMINGTON AVENUE		8602730123	US	CT	HARTFORD	06156	151 FARMINGTON AVENUE		US	PA	232229683	AETNA U S HEALTHCARE INC	20000822	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090731	2009-07-31 08:42:00.0	0	0	aet-20090630.xml	1	
0001130310-09-000035	1130310	CENTERPOINT ENERGY INC	4911	US	TX	HOUSTON	77002	1111 LOUISIANA ST.		7132073000	US	TX	HOUSTON	77002	1111 LOUISIANA ST.				740694415	RELIANT ENERGY REGCO INC	20001220	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090805	2009-08-05 08:01:00.0	0	0	cnp-20090630.xml	1	
0001140361-09-017223	97476	TEXAS INSTRUMENTS INC	3674	US	TX	DALLAS	75266	P.O. BOX 660199		9729953773	US	TX	DALLAS	75266	12500 TI BLVD	PO BOX 660199	US	DE	750289970			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090729	2009-07-29 17:24:00.0	0	0	txn-20090630.xml	1	
0001140361-09-017252	1357615	KBR, INC.	1600	US	TX	HOUSTON	77002	601 JEFFERSON STREET	SUITE 3400	(713) 753-38	US	TX	HOUSTON	77002	601 JEFFERSON STREET	SUITE 3400	US	DE	204536774			1-LAF	0	1231	10-Q	20090630	2009	Q2	20090730	2009-07-30 06:56:00.0	0	0	kbr-20090630.xml	1	
0001140361-09-017288	21665	COLGATE PALMOLIVE CO	2844	US	NY	NEW YORK	10022	300 PARK AVE		2123102000	US	NY	NEW YORK	10022	300 PARK AVE	14TH FLOOR	US	DE	131815595			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090730	2009-07-30 15:04:00.0	0	0	cl-20090630.xml	1	
0001140361-09-017883	833081	PRIDE INTERNATIONAL INC	1381	US	TX	HOUSTON	77057	5847 SAN FELIPE	SUITE 3300	7137891400	US	TX	HOUSTON	77057	5847 SAN FELIPE	SUITE 3300	US	DE	760069030	PRIDE PETROLEUM SERVICES INC	19920703	1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090805	2009-08-04 19:52:00.0	0	0	pde-20090630.xml	1	
0001140361-09-017928	37996	FORD MOTOR CO	3711	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		3133223000	US	MI	DEARBORN	48126	ONE AMERICAN RD		US	DE	380549190			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090805	2009-08-05 12:01:00.0	0	0	f-20090630.xml	1	
0001140361-09-019899	101778	MARATHON OIL CORP	2911	US	TX	HOUSTON	77253-3128	P O BOX 3128		7136296600	US	TX	HOUSTON	77056	5555 SAN FELIPE ROAD		US	DE	250996816	USX CORP	19920703	1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090828	2009-08-28 13:09:00.0	0	0	mro-20090630.xml	1	
0001144204-09-040507	32604	EMERSON ELECTRIC CO	3600	US	MO	ST LOUIS	63136	8000 W FLORISSANT AVE	P O BOX 4100	3145532000	US	MO	ST LOUIS	63136	8000 W. FLORISSANT	P.O. BOX 4100	US	MO	430259330	EMERSON ELECTRIC MANUFACTUING CO	19730710	1-LAF	1	0930	10-Q	20090630	2009	Q3	20090805	2009-08-05 13:27:00.0	0	0	emr-20090630.xml	1	
0001144204-09-043912	1137411	ROCKWELL COLLINS INC	3728	US	IA	CEDAR RAPIDS	52498	400 COLLINS ROAD NE		3192951000							US	DE	522314475			1-LAF	1	0930	10-Q/A	20090630	2009	Q3	20090817	2009-08-14 17:56:00.0	0	0	col-20090630.xml	1	
0001144204-09-046684	1121788	GARMIN LTD	3812	US	KS	GRAND CAYMAN		PO BOX 309 UGLAND HOUSE	SOUTH CHURCH ST GEORGETOWN	9133978200	US	KS	OLATHE	66062	C/O GARMIN INTERNATIONAL INC	1200 E 151ST STREET			980229227			1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090901	2009-09-01 14:57:00.0	0	0	grmn-20090627.xml	1	
0001145443-09-001878	879101	KIMCO REALTY CORP	6798	US	NY	NEW HYDE PARK	11042	3333 NEW HYDE PARK RD	PO BOX 5020	5168699000	US	NY	NEW HYDE PARKQ	11042	3333 NEW HYDE PARK ROAD	PO BOX 5020	US	MD	132744380			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 16:10:00.0	0	0	kim-20090630.xml	1	
0001157523-09-005715	1043219	ANNALY CAPITAL MANAGEMENT INC	6798	US	NY	NEW YORK	10036	1211 AVENUE OF THE AMERICAS		212 696 0100	US	NY	NEW YORK	10036	1211 AVENUE OF THE AMERICAS		US	MD	223479661	ANNALY MORTGAGE MANAGEMENT INC	19970729	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 10:44:00.0	0	0	nly-20090630.xml	1	
0001157523-09-005774	78003	PFIZER INC	2834	US	NY	NEW YORK	10017	235 E 42ND ST		2125732323	US	NY	NEW YORK	10017	235 E 42ND ST		US	DE	135315170	PFIZER CHARLES & CO INC	19710908	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 17:21:00.0	0	0	pfe-20090628.xml	1	
0001157523-09-005813	1067983	BERKSHIRE HATHAWAY INC	6331	US	NE	OMAHA	68131	1440 KIEWIT PLZ		4023461400	US	NE	OMAHA	68131	1440 KIEWIT PLAZA		US	DE	470813844	NBH INC	19980810	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 17:10:00.0	0	0	brka-20090630.xml	1	
0001166126-09-000048	1166126	J C PENNEY CO INC	5311	US	TX	PLANO	75024-3698	6501 LEGACY DRIVE		9722431100							US	DE	260037077	J C PENNEY HOLDINGS INC	20020128	1-LAF	1	0131	10-Q	20090731	2009	Q2	20090909	2009-09-09 16:40:00.0	0	0	jcp-20090801.xml	1	
0001167379-09-000099	1167379	ALCON INC	3851	US	TX	FORT WORTH	76134	6201 SOUTH FREEWAY		8175686248	CH		SWITZERLAND	0000	BOSCH 69 6331 HUNENBERG		CH		980205094			1-LAF	1	1231	6-K/A	20090630	2009	Q2	20090728	2009-07-28 15:42:00.0	0	0	acl-20090630.xml	1	
0001169232-09-003553	888228	KINDER MORGAN ENERGY PARTNERS L P	4922	US	TX	HOUSTON	77002	500 DALLAS	SUITE 1000	713-369-9000	US	TX	HOUSTON	77002	500 DALLAS	SUITE 1000	US	DE	760380342	ENRON LIQUIDS PIPELINE L P	19970304	1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090803	2009-07-31 21:33:00.0	0	0	kmp-20090630.xml	1	
0001193125-09-150935	1048286	MARRIOTT INTERNATIONAL INC /MD/	7011	US	MD	BETHESDA	20817	10400 FERNWOOD ROAD		3013803000	US	MD	BETHESDA	20817	10400 FERNWOOD ROAD		US	DE	522055918	NEW MARRIOTT MI INC	19971023	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090717	2009-07-17 16:49:00.0	0	0	mar-20090619.xml	1	
0001193125-09-152905	12927	BOEING CO	3721	US	WA	SEATTLE	98124	P O BOX 3707 MS 1F 31		2066552121	US	IL	CHICAGO	60606	100 N RIVERSIDE PLZ		US	DE	910425694	BOEING AIRPLANE CO	19730725	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090722	2009-07-22 12:33:00.0	0	0	ba-20090630.xml	1	
0001193125-09-153165	320193	APPLE INC	3571	US	CA	CUPERTINO	95014	1 INFINITE LOOP		4089961010	US	CA	CUPERTINO	95014	ONE INFINITE LOOP		US	CA	942404110	APPLE COMPUTER INC	19970808	1-LAF	1	0930	10-Q	20090630	2009	Q3	20090722	2009-07-22 16:42:00.0	0	0	aapl-20090627.xml	1	
0001193125-09-153175	768251	ALTERA CORP	3674	US	CA	SAN JOSE	95134	101 INNOVATION DR		408.544.8790	US	CA	SAN JOSE	95134	101 INNOVATION DR		US	DE	770016691			1-LAF	0	1231	10-Q	20090630	2009	Q2	20090722	2009-07-22 16:53:00.0	0	0	altr-20090626.xml	1	
0001193125-09-153203	936468	LOCKHEED MARTIN CORP	3760	US	MD	BETHESDA	20817	6801 ROCKLEDGE DR		3018976000	US	MD	BETHESDA	20817	6801 ROCKLEDGE DRIVE		US	MD	521893632			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090722	2009-07-22 17:09:00.0	0	0	lmt-20090628.xml	1	
0001193125-09-153251	313616	DANAHER CORP /DE/	3823	US	DC	WASHINGTON	20006	2099 PENNSYLVANIA AVE N.W., 12TH FLOOR		2028280850	US	DC	WASHINGTON	20006	2099 PENNSYLVANIA AVE. N.W., 12TH FLOOR		US	DE	591995548	DMG INC	19850221	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090723	2009-07-22 17:49:00.0	0	0	dhr-20090703.xml	1	
0001193125-09-153752	1047122	RAYTHEON CO/	3812	US	MA	WALTHAM	02451-1449	870 WINTER STREET		781-522-3031	US	MA	WALTHAM	02451-1449	870 WINTER STREET		US	DE	951778500	HE HOLDINGS INC	19971001	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090723	2009-07-23 11:48:00.0	0	0	rtn-20090628.xml	1	
0001193125-09-153889	14272	BRISTOL MYERS SQUIBB CO	2834	US	NY	NEW YORK	10154	345 PARK AVE		2125464000	US	NY	NEW YORK	10154	345 PARK AVE		US	DE	220790350	BRISTOL MYERS CO	19891012	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090723	2009-07-23 14:02:00.0	0	0	bmy-20090630.xml	1	
0001193125-09-154009	1035267	INTUITIVE SURGICAL INC	3842	US	CA	SUNNYVALE	94086	950 KIFER ROAD		4085232100	US	CA	SUNNYVALE	94086	950 KIFER ROAD		US	DE	770416458			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090723	2009-07-23 16:08:00.0	0	0	isrg-20090630.xml	1	
0001193125-09-154110	4281	ALCOA INC	3350	US	PA	PITTSBURGH	15212-5858	201 ISABELLA ST	ALCOA CORPORATE CTR	4125532576	US	PA	PITTSBURGH	15212-5858	801 ISABELLA ST	ALCOA CORPORATE CTR	US	PA	250317820	ALUMINUM CO OF AMERICA	19920703	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090723	2009-07-23 17:12:00.0	0	0	aa-20090630.xml	1	
0001193125-09-154174	1018724	AMAZON COM INC	5961	US	WA	SEATTLE	98144	1200 12TH AVENUE S SUITE 1200		2062661000	US	WA	SEATTLE	98144	1200 12TH AVENUE S SUITE 1200		US	DE	911646860			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090724	2009-07-23 18:14:00.0	0	0	amzn-20090630.xml	1	
0001193125-09-154417	101829	UNITED TECHNOLOGIES CORP /DE/	3724	US	CT	HARTFORD	06101	UNITED TECHNOLOGIES BLDG	ONE FINANCIAL PLZ	8607287000							US	DE	060570975	UNITED TECHNOLOGIES MICROELECTRONICS CENTER	19850825	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090724	2009-07-24 06:26:00.0	0	0	utx-20090630.xml	1	
0001193125-09-154691	815556	FASTENAL CO	5200	US	MN	WINONA	55987	2001 THEURER BLVD		5074545374							US	MN	410948415			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090724	2009-07-24 12:19:00.0	0	0	fast-20090630.xml	1	
0001193125-09-154888	1109357	EXELON CORP	4931	US	IL	CHICAGO	60680-5398	PO BOX 805398		3123947399	US	IL	CHICAGO	60680-5398	PO BOX 805398		US	PA	232990190			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090724	2009-07-24 15:32:00.0	0	0	exc-20090630.xml	4	1168165 78100 22606
0001193125-09-154939	100885	UNION PACIFIC CORP	4011	US	NE	OMAHA	68179	1400 DOUGLAS STREET	STOP 0310	402 544 5214	US	NE	OMAHA	68179	1400 DOUGLAS STREET	STOP 0310	US	UT	132626465			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090724	2009-07-24 16:07:00.0	0	0	unp-20090630.xml	1	
0001193125-09-155582	86144	SAFEWAY INC	5411	US	CA	PLEASANTON	94588	5918 STONERIDGE MALL RD		9254673000	US	CA	PLEASANTON	94588	5918 STONERIDGE MALL ROAD		US	DE	943019135	SAFEWAY STORES INC	19900226	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090727	2009-07-27 12:58:00.0	0	0	swy-20090620.xml	1	
0001193125-09-155628	79879	PPG INDUSTRIES INC	2851	US	PA	PITTSBURGH	15272	ONE PPG PL 40 EAST		4124343131	US	PA	PITTSBURGH	15272	ONE PPG PL 40 EAST		US	PA	250730780	PITTSBURGH PLATE GLASS CO	19681219	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090727	2009-07-27 13:51:00.0	0	0	ppg-20090630.xml	1	
0001193125-09-155929	9892	BARD C R INC /NJ/	3841	US	NJ	MURRAY HILL	07974	730 CENTRAL AVE		9082778000	US	NJ	MURRAY HILL	07974	730 CENTRAL AVENUE		US	NJ	221454160			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090727	2009-07-27 17:15:00.0	0	0	bcr-20090630.xml	1	
0001193125-09-156564	1339947	VIACOM INC.	4841	US	NY	NEW YORK	10036	1515 BROADWAY		(212) 258-60	US	NY	NEW YORK	10036	1515 BROADWAY		US	DE	203515052	NEW VIACOM CORP.	20050927	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090728	2009-07-28 10:53:00.0	0	0	via-20090630.xml	1	
0001193125-09-156720	1070750	HOST HOTELS & RESORTS, INC.	6798	US	MD	BETHESDA	20817	6903 ROCKLEDGE DR	SUITE 1500	240-744-1000	US	MD	BETHESDA	20817-1109	HOST MARRIOTT CORP	6903 ROCKLEDGE DR., SUITE 1500	US	MD	530085950	HOST MARRIOTT CORP/	19981229	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090728	2009-07-28 13:36:00.0	0	0	hst-20090619.xml	1	
